int	string	uint	uint	string	string
332	AMD Ryzen 9 3950X	39038	2711	台式机	amd ryzen 9 3950x
333	Intel Core i3-9320 @ 3.70GHz	7358	2711	台式机	intel core i3-9320
334	Intel Celeron G6900	4444	2710	台式机	intel celeron g6900
335	AMD Ryzen 9 3900X	32743	2707	台式机	amd ryzen 9 3900x
336	Intel Xeon Gold 6250 @ 3.90GHz	20915	2703	台式机	intel xeon gold 6250
337	Intel Xeon W-3275M @ 2.50GHz	40444	2702	台式机	intel xeon w-3275m
338	AMD Ryzen 7 4700GE	20218	2701	台式机	amd ryzen 7 4700ge
339	AMD Ryzen 7 PRO 4700G	20848	2700	台式机	amd ryzen 7 pro 4700g
340	AMD Ryzen Threadripper PRO 3945WX	33412	2700	台式机	amd ryzen threadripper pro 3945wx
341	Intel Core i3-10105 @ 3.70GHz	8698	2700	台式机	intel core i3-10105
342	Intel Core i5-10400H @ 2.60GHz	8843	2700	笔记本	intel core i5-10400h
343	AMD Ryzen Threadripper PRO 3945WX	33412	2700	台式机	amd ryzen threadripper pro 3945wx 12-cores
344	AMD Ryzen 7 PRO 4750GE	18497	2698	台式机	amd ryzen 7 pro 4750ge
345	Intel Xeon W-3265M @ 2.70GHz	39618	2698	台式机	intel xeon w-3265m
346	Intel Core i7-8569U @ 2.80GHz	8447	2696	笔记本	intel core i7-8569u
347	AMD EPYC 7643	76455	2695	台式机	amd epyc 7643
348	Intel Xeon W-2150B @ 3.00GHz	20446	2694	台式机	intel xeon w-2150b
349	Intel Core i7-10750H @ 2.60GHz	12174	2693	笔记本	intel core i7-10750h
350	Intel Xeon E-2136 @ 3.30GHz	13335	2693	台式机	intel xeon e-2136
351	Intel Core i9-10900X @ 3.70GHz	22575	2692	台式机	intel core i9-10900x
352	Intel Xeon E3-1285 v6 @ 4.10GHz	9276	2692	台式机	intel xeon e3-1285 v6
353	Intel Core i3-10300 @ 3.70GHz	9360	2689	台式机	intel core i3-10300
354	AMD Ryzen Threadripper PRO 3955WX	40294	2688	台式机	amd ryzen threadripper pro 3955wx
355	AMD Ryzen Threadripper PRO 3955WX	40294	2688	台式机	amd ryzen threadripper pro 3955wx 16-cores
356	Intel Core i9-10940X @ 3.30GHz	28198	2687	台式机	intel core i9-10940x
357	Intel Core i9-10900TE @ 1.80GHz	17888	2684	台式机	intel core i9-10900te
358	AMD Ryzen Threadripper 3970X	63523	2683	台式机	amd ryzen threadripper 3970x
359	Intel Pentium Gold G6605 @ 4.30GHz	4526	2681	台式机	intel pentium gold g6605
360	AMD Ryzen 7 PRO 3700	23027	2680	台式机	amd ryzen 7 pro 3700
361	Intel Core i3-9350KF @ 4.00GHz	7522	2679	台式机	intel core i3-9350kf
362	Intel Core i5-1145G7E @ 2.60GHz	10404	2679	台式机	intel core i5-1145g7e
363	Intel Xeon E-2144G @ 3.60GHz	9322	2679	台式机	intel xeon e-2144g
364	AMD Ryzen 3 3300X	12681	2676	台式机	amd ryzen 3 3300x
365	Intel Core i3-1115G4 @ 3.00GHz	6204	2676	笔记本	intel core i3-1115g4
366	Intel Xeon E-2146G @ 3.50GHz	13320	2676	台式机	intel xeon e-2146g
367	Intel Core i3-10105F @ 3.70GHz	9108	2676	台式机	intel core i3-10105f
368	AMD Ryzen Threadripper 3960X	54755	2674	台式机	amd ryzen threadripper 3960x
369	Intel Xeon W-2295 @ 3.00GHz	31484	2673	台式机	intel xeon w-2295
370	Intel Xeon W-2235 @ 3.80GHz	14321	2672	台式机	intel xeon w-2235
371	Intel Core i5-1140G7 @ 1.10GHz	9937	2667	台式机	intel core i5-1140g7
372	AMD Ryzen Threadripper PRO 3975WX	62839	2666	台式机	amd ryzen threadripper pro 3975wx
373	Intel Core i3-9300 @ 3.70GHz	7279	2666	台式机	intel core i3-9300
374	AMD Ryzen 7 3700X	22694	2665	台式机	amd ryzen 7 3700x
375	AMD Ryzen 7 3700X	22694	2665	台式机	amd_ryzen 7 3700x 8-core_
376	AMD Ryzen 5 PRO 4400GE	14795	2664	笔记本	amd ryzen 5 pro 4400ge
377	Intel Xeon Gold 6244 @ 3.60GHz	19500	2664	台式机	intel xeon gold 6244
378	AMD Ryzen Embedded V2748	16241	2662	台式机	amd ryzen embedded v2748
379	Intel Core i5-11500T @ 1.50GHz	13160	2661	台式机	intel core i5-11500t
380	AMD Ryzen 9 PRO 3900	31473	2659	台式机	amd ryzen 9 pro 3900
381	Intel Core i9-10980XE @ 3.00GHz	33147	2659	台式机	intel core i9-10980xe
382	AMD Ryzen 5 PRO 4650G	16317	2658	台式机	amd ryzen 5 pro 4650g
383	AMD Ryzen 5 3600X	18267	2657	台式机	amd ryzen 5 3600x
384	Intel Core i7-1160G7 @ 1.20GHz	9224	2657	笔记本	intel core i7-1160g7
385	Intel Core i7-8700 @ 3.20GHz	12976	2656	台式机	intel core i7-8700
386	Intel Core i7-8700 @ 3.20GHz	12976	2656	台式机	intel core i7 8700
387	Intel Core i7-8700 @ 3.20GHz	12976	2656	台式机	intel i7-8700__
388	Intel Xeon W-2225 @ 4.10GHz	10726	2655	台式机	intel xeon w-2225
389	AMD Ryzen 5 4600G	15731	2654	台式机	amd ryzen 5 4600g
390	AMD Ryzen 7 4850U Mobile	15920	2654	笔记本	amd ryzen 7 4850u mobile
391	vendor Kirin9000E	6235	2653	台式机	vendor kirin9000e
392	Intel Pentium Gold G6505 @ 4.20GHz	4378	2652	台式机	intel pentium gold g6505
393	Intel Xeon E-2126G @ 3.30GHz	10747	2652	台式机	intel xeon e-2126g
394	Intel Xeon E-2174G @ 3.80GHz	9590	2652	台式机	intel xeon e-2174g
395	Intel Xeon W-3235 @ 3.30GHz	26042	2648	台式机	intel xeon w-3235
396	AMD Ryzen 5 PRO 4400G	16354	2647	台式机	amd ryzen 5 pro 4400g
397	AMD Ryzen 3 5400U	10705	2645	笔记本	amd ryzen 3 5400u
398	Intel Core i5-9500F @ 3.00GHz	10265	2644	台式机	intel core i5-9500f
399	AMD EPYC 7313	41060	2644	台式机	amd epyc 7313
400	AMD Ryzen 7 Extreme Edition	18261	2643	笔记本	amd ryzen 7 extreme edition
401	Intel Xeon E-2276M @ 2.80GHz	11759	2641	笔记本	intel xeon e-2276m
402	Intel Core i9-9920X @ 3.50GHz	25304	2641	台式机	intel core i9-9920x
403	Intel Xeon E-2278GE @ 3.30GHz	15252	2639	台式机	intel xeon e-2278ge
404	Intel Core i5-1230U	10826	2639	笔记本	intel core i5-1230u
405	Intel Core i9-9940X @ 3.30GHz	28419	2637	台式机	intel core i9-9940x
406	Intel Xeon W-3335 @ 3.40GHz	39040	2631	台式机	intel xeon w-3335
407	AMD Ryzen 5 PRO 4650GE	15627	2630	台式机	amd ryzen 5 pro 4650ge
408	AMD Ryzen 7 4800H	18861	2629	笔记本	amd ryzen 7 4800h
409	Intel Core i3-10100 @ 3.60GHz	8747	2627	台式机	intel core i3-10100
410	Intel Core i7-10700T @ 2.00GHz	13036	2626	台式机	intel core i7-10700t
411	AMD Ryzen 9 4900HS	19297	2621	笔记本	amd ryzen 9 4900hs
412	Intel Xeon W-3345 @ 3.00GHz	48261	2621	台式机	intel xeon w-3345
413	Intel Core i5-10500H @ 2.50GHz	11497	2617	笔记本	intel core i5-10500h
414	Intel Xeon W-3323 @ 3.50GHz	25875	2617	台式机	intel xeon w-3323
415	Apple A12X Bionic	10834	2616	台式机	apple a12x bionic
416	Intel Core i9-9960X @ 3.10GHz	30578	2613	台式机	intel core i9-9960x
417	Intel Xeon W-2145 @ 3.70GHz	18085	2612	台式机	intel xeon w-2145
418	AMD Ryzen 5 4600GE	15641	2612	台式机	amd ryzen 5 4600ge
419	Intel Core i5-8600K @ 3.60GHz	10257	2611	台式机	intel core i5-8600k
420	Intel Xeon W-2155 @ 3.30GHz	21249	2611	台式机	intel xeon w-2155
421	"Qualcomm Technologies, Inc SM8250_AC"	6361	2610	台式机	"qualcomm technologies, inc sm8250_ac"
422	AMD Ryzen 9 3900	30649	2605	台式机	amd ryzen 9 3900
423	Intel Core i3-10100F @ 3.60GHz	8843	2604	台式机	intel core i3-10100f
424	Intel Pentium Gold G7400T	5883	2603	台式机	intel pentium gold g7400t
425	AMD Ryzen 7 4800HS	18738	2602	笔记本	amd ryzen 7 4800hs
426	Intel Core i5-10300H @ 2.50GHz	8608	2601	台式机	intel core i5-10300h
427	AMD Ryzen 7 4800U	17011	2601	笔记本	amd ryzen 7 4800u
428	AMD Ryzen Threadripper PRO 3995WX	83044	2600	台式机	amd ryzen threadripper pro 3995wx
429	Intel Xeon W-2191B @ 2.30GHz	29269	2600	台式机	intel xeon w-2191b
430	AMD Ryzen 5 PRO 3600	17807	2598	台式机	amd ryzen 5 pro 3600
431	Intel Xeon W-3245M @ 3.20GHz	27503	2596	台式机	intel xeon w-3245m
432	Intel Core i7-9800X @ 3.80GHz	18108	2595	台式机	intel core i7-9800x
433	AMD Ryzen 5 4500	16185	2592	台式机	amd ryzen 5 4500
434	AMD Ryzen 7 5700U	15852	2592	笔记本	amd ryzen 7 5700u
435	Intel Xeon Gold 6334 @ 3.60GHz	22160	2592	台式机	intel xeon gold 6334
436	vendor Kirin9000	6914	2592	台式机	vendor kirin9000
437	Intel Core i9-9900X @ 3.50GHz	21855	2587	台式机	intel core i9-9900x
438	Intel Core i9-9980HK @ 2.40GHz	14538	2587	笔记本	intel core i9-9980hk
439	Intel Core i3-1115G4E @ 3.00GHz	5790	2586	台式机	intel core i3-1115g4e
440	Intel Core i5-10400 @ 2.90GHz	12294	2585	台式机	intel core i5-10400
441	Intel Core i5-8600 @ 3.10GHz	9895	2584	台式机	intel core i5-8600
442	Intel Core i5-8600 @ 3.10GHz	9895	2584	台式机	intel corei5 8600
443	AMD EPYC 7453	50209	2581	台式机	amd epyc 7453
444	Intel Core i7-1185G7E @ 2.80GHz	10053	2579	笔记本	intel core i7-1185g7e
445	Intel Pentium Gold G6600 @ 4.20GHz	4396	2577	台式机	intel pentium gold g6600
446	AMD EPYC 7763	85944	2576	台式机	amd epyc 7763
447	Intel Core i5-9500 @ 3.00GHz	9768	2575	台式机	intel core i5-9500
448	Intel Core i5-11400T @ 1.30GHz	13283	2574	台式机	intel core i5-11400t
449	Intel Core i9-7900X @ 3.30GHz	21187	2574	台式机	intel core i9-7900x
450	Intel Core i9-9980XE @ 3.00GHz	32276	2574	台式机	intel core i9-9980xe
451	Intel Xeon W-3265 @ 2.70GHz	30105	2572	台式机	intel xeon w-3265
452	Intel Xeon W-2125 @ 4.00GHz	9994	2572	台式机	intel xeon w-2125
453	Intel Xeon E-2134 @ 3.50GHz	8741	2569	台式机	intel xeon e-2134
454	AMD Ryzen 5 3600	17798	2568	台式机	amd ryzen 5 3600
455	Intel Core i7-9700E @ 2.60GHz	12751	2567	台式机	intel core i7-9700e
456	Intel Core i7-8559U @ 2.70GHz	8690	2567	笔记本	intel core i7-8559u
457	AMD Ryzen Threadripper 3990X	81306	2566	台式机	amd ryzen threadripper 3990x
458	Intel Core i5-10400F @ 2.90GHz	12359	2565	台式机	intel core i5-10400f
459	AMD EPYC 7B13	77460	2564	台式机	amd epyc 7b13
460	AMD Ryzen 3 PRO 4200G	11315	2564	台式机	amd ryzen 3 pro 4200g
461	AMD EPYC 7543	56562	2563	台式机	amd epyc 7543
462	Intel Core i5-8269U @ 2.60GHz	8055	2561	笔记本	intel core i5-8269u
463	Intel Xeon E3-1275 v6 @ 3.80GHz	9202	2559	台式机	intel xeon e3-1275 v6
464	Intel Xeon W-2135 @ 3.70GHz	14077	2559	台式机	intel xeon w-2135
465	Intel Core i5-7600K @ 3.80GHz	6836	2559	台式机	intel core i5-7600k
466	AMD Ryzen 3 4300G	11028	2558	台式机	amd ryzen 3 4300g
467	Intel Core i9-9880H @ 2.30GHz	13973	2556	笔记本	intel core i9-9880h
468	Intel Core i3-7350K @ 4.20GHz	4922	2553	台式机	intel core i3-7350k
469	Intel Core i5-8500B @ 3.00GHz	9077	2551	笔记本	intel core i5-8500b
470	AMD Ryzen 3 4300GE	11276	2551	台式机	amd ryzen 3 4300ge
471	AMD Ryzen 3 PRO 4350G	10918	2550	台式机	amd ryzen 3 pro 4350g
472	Intel Core i7-7820X @ 3.60GHz	17238	2543	台式机	intel core i7-7820x
473	Intel Core i7-8706G @ 3.10GHz	8388	2543	笔记本	intel core i7-8706g
474	Intel Core i7-9850H @ 2.60GHz	11375	2542	笔记本	intel core i7-9850h
475	AMD Ryzen 3 PRO 4200GE	10930	2540	笔记本	amd ryzen 3 pro 4200ge
476	"Qualcomm Technologies, Inc KONA-IOT"	7592	2540	台式机	"qualcomm technologies, inc kona-iot"
477	Intel Xeon W-2140B @ 3.20GHz	17246	2539	台式机	intel xeon w-2140b
478	AMD Ryzen 7 4700U	13524	2537	笔记本	amd ryzen 7 4700u
479	Intel Pentium Gold G6405 @ 4.10GHz	4269	2537	台式机	intel pentium gold g6405
480	Snapdragon 8cx Gen 3 @ 3.0 GHz	11825	2537	笔记本	snapdragon 8cx gen 3
481	Intel Xeon E-2124 @ 3.30GHz	6992	2534	台式机	intel xeon e-2124
482	AMD EPYC 7343	42635	2533	台式机	amd epyc 7343
483	Intel Core i5-7640X @ 4.00GHz	6791	2529	台式机	intel core i5-7640x
484	Intel Core i7-8565UC @ 1.80GHz	6187	2527	笔记本	intel core i7-8565uc
485	AMD Ryzen 7 PRO 4750U	15326	2527	笔记本	amd ryzen 7 pro 4750u
486	Intel Xeon E-2186M @ 2.90GHz	11390	2526	笔记本	intel xeon e-2186m
487	AMD Ryzen 3 PRO 4350GE	11091	2525	台式机	amd ryzen 3 pro 4350ge
488	Intel Core i7-8557U @ 1.70GHz	7940	2523	笔记本	intel core i7-8557u
489	Intel Xeon Gold 6144 @ 3.50GHz	18656	2523	台式机	intel xeon gold 6144
490	Intel Xeon Gold 6336Y @ 2.40GHz	45517	2522	台式机	intel xeon gold 6336y
491	Intel Core i7-6700K @ 4.00GHz	8957	2516	台式机	intel core i7-6700k
492	Intel Core i7-6700K @ 4.00GHz	8957	2516	台式机	intel core i7 6700k
493	AMD Ryzen 3 4100	11151	2514	台式机	amd ryzen 3 4100
494	AMD Ryzen 5 3500	12849	2514	台式机	amd ryzen 5 3500
495	Intel Core i3-9100 @ 3.60GHz	6668	2514	台式机	intel core i3-9100
496	AMD EPYC 7773X	90731	2513	台式机	amd epyc 7773x
497	AMD Ryzen 5 3500X	13238	2513	台式机	amd ryzen 5 3500x
498	Intel Core i3-9100F @ 3.60GHz	6773	2513	台式机	intel core i3-9100f
499	Intel Core i3-9100F @ 3.60GHz	6773	2513	台式机	intel core i5-9100f
500	Intel Core i5-3170K @ 3.20GHz	8882	2510	台式机	intel core i5-3170k
501	Intel Core i7-9750HF @ 2.60GHz	11106	2510	笔记本	intel core i7-9750hf
502	Intel Core i9-7980XE @ 2.60GHz	30564	2510	台式机	intel core i9-7980xe
503	Intel Core i3-1125G4 @ 2.00GHz	9876	2507	笔记本	intel core i3-1125g4
504	Intel Core i3-7320 @ 4.10GHz	4853	2507	台式机	intel core i3-7320
505	Intel Core i5-9400H @ 2.50GHz	8291	2506	笔记本	intel core i5-9400h
506	Intel Core i9-7940X @ 3.10GHz	26340	2506	台式机	intel core i9-7940x
507	Intel Pentium Gold G6500 @ 4.10GHz	4170	2505	台式机	intel pentium gold g6500
508	Intel Core i3-8350K @ 4.00GHz	6954	2503	台式机	intel core i3-8350k
509	Intel Core i9-7960X @ 2.80GHz	26918	2501	台式机	intel core i9-7960x
510	Intel Xeon Gold 6137 @ 3.90GHz	19365	2499	台式机	intel xeon gold 6137
511	Intel Core i9-7920X @ 2.90GHz	23582	2498	台式机	intel core i9-7920x
512	Intel Xeon W-11555MLE @ 1.90GHz	12505	2497	台式机	intel xeon w-11555mle
513	Intel Xeon Silver 4309Y @ 2.80GHz	19011	2494	台式机	intel xeon silver 4309y
514	Intel Xeon Gold 6146 @ 3.20GHz	23432	2493	台式机	intel xeon gold 6146
515	Intel Xeon E3-1280 v6 @ 3.90GHz	8940	2492	台式机	intel xeon e3-1280 v6
516	Intel Core i9-9900T @ 2.10GHz	13498	2491	台式机	intel core i9-9900t
517	Hisilicon Kirin9000	5083	2490	台式机	hisilicon kirin9000
518	Intel Xeon Gold 5315Y @ 3.20GHz	20724	2488	台式机	intel xeon gold 5315y
519	AMD Ryzen 5 PRO 4500U	12049	2486	笔记本	amd ryzen 5 pro 4500u
520	AMD Ryzen Embedded V2516	13225	2485	台式机	amd ryzen embedded v2516
521	Snapdragon 8350	4599	2482	台式机	snapdragon 8350
522	Intel Xeon E-2224 @ 3.40GHz	7268	2478	台式机	intel xeon e-2224
523	AMD Ryzen Threadripper 2920X	24896	2476	台式机	amd ryzen threadripper 2920x
524	Intel Core i5-7600 @ 3.50GHz	6580	2476	台式机	intel core i5-7600
525	Intel Core i5-10200H @ 2.40GHz	8369	2476	笔记本	intel core i5-10200h
526	Intel Core i5-7600 @ 3.50GHz	6580	2476	台式机	intel core i5 7600
527	Intel Pentium Gold G6400 @ 4.00GHz	4133	2474	台式机	intel pentium gold g6400
528	Intel Core i5-8500 @ 3.00GHz	9587	2473	台式机	intel core i5-8500
529	Intel Xeon E3-1270 v6 @ 3.80GHz	8868	2472	台式机	intel xeon e3-1270 v6
530	Intel Xeon Gold 6346 @ 3.10GHz	37605	2472	台式机	intel xeon gold 6346
531	AMD EPYC 7513	59988	2467	台式机	amd epyc 7513
532	Intel Core i7-9750H @ 2.60GHz	11099	2467	笔记本	intel core i7-9750h
533	Intel Core i9-8950HK @ 2.90GHz	10692	2467	笔记本	intel core i9-8950hk
534	Intel Core i5-9400 @ 2.90GHz	9460	2466	台式机	intel core i5-9400
535	Intel Core i7-7700 @ 3.60GHz	8648	2466	台式机	intel core i7-7700
536	Intel Core i7-7700 @ 3.60GHz	8648	2466	台式机	intel core i7 7700
537	Intel Core i7-7700 @ 3.60GHz	8648	2466	台式机	intel corei7 7700
538	Intel Core i7-7700 @ 3.60GHz	8648	2466	台式机	intel i7 7700
539	Intel Core i7-4790K @ 4.00GHz	8063	2465	台式机	intel core i7-4790k
540	Intel Core i9-10900T @ 1.90GHz	15146	2463	台式机	intel core i9-10900t
541	Intel Xeon W-2175 @ 2.50GHz	23139	2461	台式机	intel xeon w-2175
542	Intel Xeon W-3223 @ 3.50GHz	17365	2461	台式机	intel xeon w-3223
543	AMD Ryzen Threadripper 2950X	29551	2459	台式机	amd ryzen threadripper 2950x
544	Intel Xeon Gold 6348 @ 2.60GHz	52276	2459	台式机	intel xeon gold 6348
545	Intel Core i5-9400F @ 2.90GHz	9536	2458	台式机	intel core i5-9400f
546	Intel Core i5-9400F @ 2.90GHz	9536	2458	台式机	intel core i5 9400f
547	Intel Core i3-10305T @ 3.00GHz	8136	2457	台式机	intel core i3-10305t
548	AMD Ryzen 5 4600HS	14565	2456	笔记本	amd ryzen 5 4600hs
549	AMD Ryzen 5 5500U	13155	2455	笔记本	amd ryzen 5 5500u
550	AMD Ryzen 5 PRO 4650U	12814	2454	笔记本	amd ryzen 5 pro 4650u
551	Intel Core i7-1068NG7 @ 2.30GHz	9884	2453	笔记本	intel core i7-1068ng7
552	Intel Xeon Gold 6342 @ 2.80GHz	48330	2453	台式机	intel xeon gold 6342
553	Intel Xeon E-2176M @ 2.70GHz	10904	2452	笔记本	intel xeon e-2176m
554	AMD Ryzen 5 4600H	14635	2450	笔记本	amd ryzen 5 4600h
555	Intel Xeon Gold 6246 @ 3.30GHz	24446	2450	台式机	intel xeon gold 6246
556	Intel Xeon W-2195 @ 2.30GHz	28210	2450	台式机	intel xeon w-2195
557	SM8350	6097	2449	台式机	sm8350
558	AMD Ryzen 5 4500U	11045	2447	笔记本	amd ryzen 5 4500u
559	Intel Xeon Gold 6338N @ 2.20GHz	46583	2446	台式机	intel xeon gold 6338n
560	Intel Core i9-9820X @ 3.30GHz	19624	2445	台式机	intel core i9-9820x
561	Intel Xeon Platinum 8347C @ 2.10GHz	49386	2445	台式机	intel xeon platinum 8347c
562	AMD EPYC 7F52	41023	2444	台式机	amd epyc 7f52
563	Intel Core i7-9700T @ 2.00GHz	10742	2443	台式机	intel core i7-9700t
564	AMD EPYC 7J13	85730	2441	台式机	amd epyc 7j13
565	Intel Xeon Platinum 8375C @ 2.90GHz	51836	2439	台式机	intel xeon platinum 8375c
566	Intel Core i7-8809G @ 3.10GHz	8703	2438	笔记本	intel core i7-8809g
567	Intel Core i7-7900X @ 3.30GHz	20927	2437	台式机	intel core i7-7900x
568	Intel Core i5-10500E @ 3.10GHz	10827	2436	台式机	intel core i5-10500e
569	Intel Core i5-8400H @ 2.50GHz	7922	2434	笔记本	intel core i5-8400h
570	Intel Xeon W-3245 @ 3.20GHz	29011	2434	台式机	intel xeon w-3245
571	Intel Xeon E3-1240 v6 @ 3.70GHz	8696	2433	台式机	intel xeon e3-1240 v6
572	Intel Xeon E3-1245 v6 @ 3.70GHz	8630	2432	台式机	intel xeon e3-1245 v6
573	AMD Ryzen 5 4600U	13482	2428	笔记本	amd ryzen 5 4600u
574	Intel Xeon E-2278GEL @ 2.00GHz	12024	2428	台式机	intel xeon e-2278gel
575	Intel Core i5-1130G7 @ 1.10GHz	8909	2426	笔记本	intel core i5-1130g7
576	AMD Ryzen 7 2700X	17596	2425	台式机	amd ryzen 7 2700x
577	Intel Pentium Gold G5620 @ 4.00GHz	4102	2424	台式机	intel pentium gold g5620
578	Intel Xeon Gold 6242R @ 3.10GHz	34963	2424	台式机	intel xeon gold 6242r
579	AMD EPYC 7F32	23026	2423	台式机	amd epyc 7f32
580	AMD Ryzen 3 3100	11647	2422	台式机	amd ryzen 3 3100
581	Intel Core i5-10600T @ 2.40GHz	11210	2422	台式机	intel core i5-10600t
582	Intel Core i7-6850K @ 3.60GHz	11404	2411	台式机	intel core i7-6850k
583	AMD Ryzen 7 2700E	14657	2410	台式机	amd ryzen 7 2700e
584	Intel Core i7-7800X @ 3.50GHz	12900	2410	台式机	intel core i7-7800x
585	Intel Core i3-7101E @ 3.90GHz	4430	2407	台式机	intel core i3-7101e
586	Intel Core i3-7300 @ 4.00GHz	4555	2407	台式机	intel core i3-7300
587	Intel Xeon Gold 6354 @ 3.00GHz	41434	2406	台式机	intel xeon gold 6354
588	Intel Core i7-10710U @ 1.10GHz	9899	2405	笔记本	intel core i7-10710u
589	Intel Xeon D-2799 @ 2.40GHz	33792	2404	台式机	intel xeon d-2799
590	Intel Xeon E3-1585 v5 @ 3.50GHz	8408	2402	台式机	intel xeon e3-1585 v5
591	Intel Core i7-8850H @ 2.60GHz	10320	2402	笔记本	intel core i7-8850h
592	Intel Xeon Gold 5220R @ 2.20GHz	33370	2399	台式机	intel xeon gold 5220r
593	Intel Core i5-8400 @ 2.80GHz	9242	2397	台式机	intel core i5-8400
594	Intel Core i7-1180G7 @ 1.30GHz	8119	2395	笔记本	intel core i7-1180g7
595	Intel Xeon Platinum 8151 @ 3.40GHz	6591	2393	台式机	intel xeon platinum 8151
596	AMD Ryzen 5 2600X	14001	2392	台式机	amd ryzen 5 2600x
597	Intel Xeon D-1736NT @ 2.70GHz	17826	2392	台式机	intel xeon d-1736nt
598	AMD Ryzen 5 2600X	14001	2392	台式机	amd ryzen 5 2600x $
599	Intel Xeon E3-1286 v3 @ 3.70GHz	7418	2391	台式机	intel xeon e3-1286 v3
600	AMD 4700S	18016	2390	台式机	amd 4700s
601	Intel Xeon Platinum 8275CL @ 3.00GHz	40794	2386	台式机	intel xeon platinum 8275cl
602	Intel Xeon Platinum 8380 @ 2.30GHz	62318	2385	台式机	intel xeon platinum 8380
603	Intel Core i3-10300T @ 3.00GHz	8205	2384	台式机	intel core i3-10300t
604	Intel Xeon Gold 6312U @ 2.40GHz	43745	2383	台式机	intel xeon gold 6312u
605	Intel Xeon Platinum 8358 @ 2.60GHz	54416	2382	台式机	intel xeon platinum 8358
606	Intel Xeon Platinum 8358 @ 2.60GHz	54416	2382	台式机	intel xeon platinum 8369hc b3
607	Intel Xeon Platinum 8358 @ 2.60GHz	54416	2382	台式机	intel xeon platinum 8269cy
608	Intel Xeon Gold 6254 @ 3.10GHz	29356	2381	台式机	intel xeon gold 6254
609	Intel Xeon Silver 4316 @ 2.30GHz	37264	2380	台式机	intel xeon silver 4316
610	AMD Ryzen 3 5300U	9967	2379	笔记本	amd ryzen 3 5300u
611	Intel Xeon E5-1650 v4 @ 3.60GHz	11457	2379	台式机	intel xeon e5-1650 v4
612	Intel Xeon E3-1270L v4 @ 3.00GHz	7662	2378	台式机	intel xeon e3-1270l v4
613	AMD Athlon Gold PRO 4150GE	8070	2377	笔记本	amd athlon gold pro 4150ge
614	AMD EPYC 7371	31094	2377	台式机	amd epyc 7371
615	Intel Xeon Platinum 8260 @ 2.40GHz	29360	2374	台式机	intel xeon platinum 8260
616	Intel Core i3-10105T @ 3.00GHz	7987	2366	台式机	intel core i3-10105t
617	AMD EPYC 7413	50223	2365	台式机	amd epyc 7413
618	AMD Ryzen 3 2300X	7597	2364	台式机	amd ryzen 3 2300x
